CODFILIAL,CODGERENTE,CODSUPERVISOR,CODUSUR,CODFORNEC,VLVENDA,QT,QTCLIENTE,QTPED
2,1.0,37,337,403,66.6,15.0,1,1
2,1.0,37,337,975,27.18,6.0,1,1
2,1.0,37,337,3209,7.5,6.0,1,1
2,,38,337,346,1198.41,216.0,8,22
2,,38,337,403,618.17,235.0,3,5
2,,38,337,405,1194.88,123.0,9,11
2,,38,337,975,645.6,240.0,2,3
2,,38,337,1203,3092.46,1194.0,78,151
2,,40,337,346,273.1,50.0,3,3
2,,40,337,975,359.1,126.0,2,2
2,,40,337,1203,323.75,125.0,42,43
2,,49,337,346,186.2,29.0,3,5
2,,49,337,403,3531.9,912.0,11,18
2,,49,337,405,673.25,56.0,14,19
2,,49,337,975,951.6,240.0,1,2
2,,49,337,1203,4652.82,1570.0,72,112
2,,49,337,2971,550.55,13.0,1,2
2,,11,338,346,528.43,97.0,6,10
2,,11,338,403,1876.02,766.0,8,10
2,,11,338,405,41.32,4.0,1,1
2,,11,338,975,67.5,30.0,4,4
2,,11,338,1203,534.9,264.0,10,11
2,1.0,26,338,403,4094.07,1533.0,16,19
2,1.0,26,338,405,1792.08,67.0,11,18
2,1.0,26,338,975,828.0,240.0,1,1
2,1.0,26,338,1203,745.29,273.0,19,25
2,,2,339,405,18.75,1.0,1,1
2,1.0,5,346,346,457.52,76.0,3,8
2,1.0,5,346,403,967.16,278.0,5,9
2,1.0,5,346,405,65.4,12.0,1,1
2,1.0,5,346,975,362.1,96.0,3,4
2,,5,346,346,1311.52,249.0,14,32
2,,5,346,403,2121.63,929.0,14,18
2,,5,346,975,134.4,54.0,5,6
2,,26,346,346,378.73,70.0,9,10
2,,26,346,403,199.02,74.0,2,2
2,,26,346,975,155.94,66.0,7,7
2,,26,346,1203,151.63,57.0,10,10
2,1.0,30,346,346,14.91,3.0,1,1
2,1.0,30,346,403,105.5,25.0,1,1
2,1.0,30,346,975,27.18,6.0,1,1
2,1.0,30,346,1203,700.92,236.0,8,10
2,1.0,37,346,346,6001.31,1018.0,23,96
2,1.0,37,346,403,6655.19,2026.0,35,62
2,1.0,37,346,405,2591.77,143.0,42,72
2,1.0,37,346,975,5337.96,1368.0,17,50
2,1.0,37,346,1203,2728.35,878.0,24,42
2,1.0,37,346,2971,389.34,6.0,1,1
2,1.0,37,346,3209,259.92,72.0,3,4
2,,37,346,346,1937.32,372.0,22,51
2,,37,346,403,2633.0,1144.0,28,44
2,,37,346,405,3371.17,168.0,67,128
2,,37,346,975,504.6,192.0,6,12
2,,37,346,1203,301.43,114.0,7,15
2,1.0,46,346,346,130.5,16.0,1,2
2,1.0,46,346,403,197.5,50.0,1,1
2,1.0,46,346,405,51.96,12.0,1,1
2,1.0,46,346,975,614.52,144.0,4,4
2,1.0,46,346,1203,132.48,36.0,3,3
2,1.0,46,346,3248,178.02,90.0,2,2
2,,30,347,346,152.69,31.0,2,2
2,,30,347,405,13.1,2.0,1,1
2,,5,349,346,59.76,12.0,1,1
2,,25,349,346,87.54,19.0,2,2
2,,20,352,346,642.07,122.0,11,30
2,,20,352,405,37.2,8.0,1,2
2,,20,352,1203,79.68,48.0,7,7
2,,22,352,346,1317.38,255.0,15,56
2,,22,352,405,18.6,4.0,1,1
2,,22,352,1203,39.36,24.0,4,4
2,,24,352,1203,65.16,36.0,2,2
2,,25,352,346,836.99,168.0,13,37
2,,25,352,405,33.24,6.0,2,2
2,,25,352,975,366.66,216.0,16,17
2,,25,352,1203,326.1,198.0,16,22
2,1.0,26,352,405,2891.65,269.0,21,42
2,1.0,26,352,2993,2179.99,195.0,10,17
2,,27,352,405,125.1,20.0,2,2
2,,27,352,975,337.5,150.0,7,8
2,,29,352,405,598.82,102.0,9,17
2,,29,352,975,175.5,78.0,4,5
2,,29,352,1203,695.1,384.0,20,34
2,,30,352,346,26.07,9.0,1,1
2,,30,352,405,356.49,45.0,9,12
2,,30,352,1203,152.04,84.0,6,9
2,1.0,32,352,403,1297.16,541.0,4,4
2,1.0,32,352,405,10739.69,1348.0,50,246
2,1.0,32,352,975,158.7,36.0,1,4
2,1.0,32,352,1203,27084.95,9360.0,49,387
2,,32,352,346,1325.21,261.0,10,24
2,,32,352,403,4996.31,1973.0,22,40
2,,32,352,405,6713.61,905.0,38,134
2,,32,352,975,81.0,36.0,2,2
2,,32,352,1203,9738.67,3823.0,55,183
2,1.0,37,352,405,435.51,55.0,4,5
2,1.0,37,352,1203,2207.44,673.0,17,21
2,1.0,52,352,346,17.16,12.0,1,1
2,1.0,52,352,403,897.14,206.0,5,6
2,1.0,52,352,405,3838.76,349.0,15,39
2,1.0,52,352,975,730.92,144.0,5,16
2,1.0,52,352,1203,12162.49,3265.0,71,166
2,1.0,52,352,2993,4386.69,274.0,11,25
2,1.0,52,352,3209,780.83,374.0,18,30
2,1.0,52,352,3248,214.23,139.0,6,8
2,1.0,52,352,3314,1300.8,1248.0,10,21
2,1.0,52,352,3330,1268.55,419.0,7,8
2,1.0,52,352,3356,233.82,18.0,2,2
2,1.0,52,352,3461,5598.52,2410.0,33,68
2,1.0,52,352,3486,778.65,96.0,8,8
2,1.0,52,352,3549,79.3,10.0,1,1
2,1.0,52,352,3570,476.27,107.0,5,7
2,1.0,52,352,3571,4317.7,1174.0,33,47
2,1.0,52,352,3592,155.64,36.0,2,2
2,1.0,52,352,3642,181.12,28.0,2,2
2,,11,353,405,231.24,28.0,2,2
2,,11,353,1203,166.92,78.0,5,5
2,,19,353,1203,152.1,78.0,6,7
2,,5,358,405,0.0,0.0,1,1
2,,19,359,403,337.5,150.0,3,3
2,,19,359,405,23.55,3.0,1,1
2,,19,359,1203,93.24,36.0,5,5
2,,35,359,403,1274.5,550.0,5,7
2,,35,359,405,116.86,20.0,3,4
2,,5,362,346,100.83,21.0,4,4
2,,5,362,405,0.0,0.0,1,1
2,,5,362,975,27.6,12.0,2,2
2,,19,362,346,191.74,42.0,3,3
2,,5,363,405,13.95,3.0,1,2
2,,5,363,1203,438.48,264.0,16,19
2,,11,367,346,55.26,12.0,2,2
2,,11,367,1203,23.52,12.0,2,2
2,,31,367,403,112.5,50.0,1,1
2,,11,372,346,174.64,35.0,5,8
2,,19,372,403,1709.5,750.0,5,9
2,,19,372,1203,50.4,24.0,2,3
2,1.0,30,372,403,116.1,30.0,1,1
2,1.0,30,372,1203,11.24,4.0,4,4
2,1.0,44,372,403,714.2,202.0,3,3
2,1.0,44,372,405,10.72,1.0,4,4
2,1.0,44,372,975,172.98,48.0,5,6
2,1.0,44,372,1203,876.15,295.0,32,35
2,,44,372,405,0.0,0.0,3,3
2,,11,374,346,374.87,63.0,6,11
2,,11,374,1203,165.42,90.0,8,9
2,,21,374,346,2432.6,387.0,29,81
2,,21,374,405,70.65,15.0,4,7
2,,21,374,975,1337.52,660.0,19,52
2,,21,374,1203,2662.2,1578.0,36,88
2,,24,374,346,9035.1,1605.0,51,236
2,,24,374,405,36.09,6.0,1,1
2,,24,374,975,4570.8,2070.0,32,158
2,,24,374,1203,2437.32,1374.0,40,114
2,,30,374,346,1042.23,186.0,12,20
2,,30,374,1203,118.98,66.0,9,9
2,,32,377,346,202.23,41.0,6,6
2,,32,377,1203,23.58,12.0,2,2
2,,20,381,346,1043.38,174.0,16,40
2,,20,381,405,0.0,0.0,2,2
2,,20,381,975,1752.6,798.0,16,33
2,,20,381,1203,10.38,6.0,1,1
2,,24,381,346,640.1,110.0,9,22
2,,24,381,975,287.22,126.0,5,7
2,,32,386,346,9.96,2.0,1,1
2,,5,387,346,2850.3,568.0,24,94
2,,5,387,975,1740.51,1014.0,50,81
2,1.0,5,389,346,221.17,42.0,5,10
2,1.0,5,389,403,1547.6,572.0,9,12
2,1.0,5,389,405,3173.59,156.0,45,86
2,1.0,5,389,975,325.8,108.0,4,8
2,,5,389,346,49.9,10.0,1,3
2,,5,389,403,1451.25,675.0,5,5
2,,5,389,405,1090.82,65.0,23,32
2,,5,389,975,69.54,24.0,3,3
2,1.0,30,389,405,0.0,0.0,2,2
2,,30,389,346,145.83,25.0,2,8
2,,30,389,403,119.65,51.0,2,2
2,,30,389,405,7168.4,384.0,98,258
2,,30,389,1203,62.16,24.0,1,1
2,,35,389,346,18.2,4.0,1,1
2,,35,389,403,1806.25,775.0,7,7
2,,35,389,405,118.89,15.0,5,5
2,,35,389,975,342.3,138.0,7,8
2,,35,389,1203,93.24,36.0,2,2
2,1.0,44,389,346,263.62,49.0,4,5
2,1.0,44,389,403,1163.0,450.0,8,8
2,1.0,44,389,405,626.48,40.0,15,21
2,,20,390,346,316.56,49.0,7,11
2,,20,390,405,217.95,44.0,8,10
2,,20,390,975,226.8,120.0,1,2
2,,20,392,346,171.74,35.0,4,4
2,,5,393,346,22422.13,4848.0,35,209
2,,5,393,405,23.55,5.0,1,1
2,,5,393,975,932.88,897.0,77,110
2,,25,393,346,6896.02,1489.0,12,43
2,,25,393,403,972.75,425.0,7,9
2,,25,393,405,20.1,2.0,2,2
2,1.0,26,393,346,48.46,7.0,1,1
2,1.0,26,393,975,78.84,18.0,2,3
2,1.0,26,393,1203,35.64,12.0,1,1
2,1.0,31,393,346,316.0,65.0,3,5
2,1.0,31,393,403,1159.5,320.0,5,6
2,1.0,31,393,405,727.51,21.0,8,18
2,,31,393,346,987.24,235.0,12,16
2,,31,393,403,14445.06,6101.0,29,66
2,,31,393,405,2669.44,163.0,28,61
2,,31,393,975,47.1,18.0,3,3
2,,31,393,1203,225.33,87.0,6,6
2,1.0,42,393,346,42.6,6.0,1,1
2,1.0,42,393,975,24.9,6.0,1,1
2,1.0,42,393,3209,52.56,24.0,1,1
2,,5,394,346,233.15,32.0,7,19
2,,5,394,405,155.22,26.0,2,2
2,,5,394,975,79.86,36.0,2,4
2,,5,396,346,96.26,18.0,5,5
2,,5,396,405,0.0,0.0,1,1
2,,20,397,346,291.74,46.0,10,13
2,,20,397,405,0.0,0.0,1,1
2,,20,397,975,820.86,390.0,9,33
2,,20,397,1203,39.6,24.0,1,1
2,,23,397,346,176.43,31.0,8,11
2,,23,397,975,272.64,120.0,5,11
2,,21,398,346,99.1,13.0,2,2
2,,21,398,1203,487.5,294.0,13,14
2,,20,399,346,1493.0,224.0,23,72
2,,20,399,405,161.1,30.0,2,5
2,,20,399,975,516.6,246.0,6,23
2,,20,399,1203,91.68,54.0,3,4
2,,24,399,346,3703.04,617.0,25,131
2,,24,399,405,169.44,26.0,1,3
2,,24,399,975,341.76,219.0,10,21
2,,24,399,1203,30.66,18.0,1,2
2,,20,400,346,467.81,109.0,8,17
2,,20,400,405,60.63,13.0,3,4
2,,20,400,975,667.92,306.0,13,33
2,,23,400,346,1328.34,296.0,12,47
2,,23,400,975,646.8,282.0,10,32
2,,19,402,346,1376.64,271.0,12,44
2,,19,402,405,145.87,23.0,3,4
2,,20,402,346,30.97,5.0,1,2
2,,20,402,405,111.6,24.0,1,1
2,,23,402,346,139.56,29.0,4,7
2,,23,402,975,207.72,96.0,4,4
2,,25,402,346,221.59,45.0,4,6
2,,26,402,346,1601.9,320.0,11,45
2,,26,402,403,3.85,1.0,1,1
2,,26,402,405,486.17,106.0,9,20
2,,26,402,975,57.72,30.0,2,2
2,,21,403,346,171.74,26.0,5,7
2,,21,403,405,36.09,6.0,1,1
2,,21,403,1203,293.38,181.0,6,10
2,,20,404,346,281.03,48.0,8,15
2,,23,404,346,107.98,20.0,4,5
2,,21,405,346,199.01,45.0,8,15
2,,21,405,405,20.67,3.0,1,2
2,,21,405,975,780.3,366.0,11,33
2,,21,405,1203,385.14,234.0,10,21
2,,24,405,346,306.97,65.0,5,12
2,,24,405,405,35.74,5.0,2,3
2,,24,405,975,1190.88,528.0,10,27
2,,24,405,1203,207.48,126.0,6,17
2,,11,406,346,1562.77,318.0,10,18
2,,11,406,405,161.94,22.0,6,7
2,,11,406,1203,292.2,144.0,13,22
2,,19,406,346,2089.07,408.0,7,25
2,,19,406,403,26410.61,11461.0,69,215
2,,19,406,405,674.54,137.0,9,25
2,,19,406,975,1104.24,462.0,14,44
2,,19,406,1203,670.74,270.0,16,41
2,,21,406,346,1553.37,299.0,15,60
2,,21,406,405,7.69,1.0,1,1
2,,21,406,975,111.6,48.0,6,8
2,,21,406,1203,372.0,222.0,18,21
2,,24,406,346,1852.6,374.0,22,62
2,,24,406,975,380.7,156.0,13,20
2,,24,406,1203,497.64,288.0,23,35
2,,30,406,403,189.09,63.0,16,16
2,,30,406,405,0.0,0.0,1,1
2,,30,406,1203,15.54,6.0,1,1
2,,5,407,346,8911.49,1527.0,49,263
2,,5,407,403,1962.0,850.0,12,21
2,,5,407,405,297.94,44.0,8,13
2,,5,407,975,1487.58,732.0,10,26
2,,35,407,346,1673.71,297.0,15,57
2,,35,407,403,56.25,25.0,1,1
2,,35,407,405,38.54,4.0,9,14
2,,20,408,346,19.26,5.0,2,2
2,,5,409,346,98.54,15.0,4,4
2,,5,409,975,51.6,24.0,1,1
2,,22,409,346,1505.76,261.0,22,67
2,,22,409,975,39.9,18.0,2,2
2,,22,409,1203,338.4,210.0,9,23
2,,25,409,346,5214.7,920.0,33,208
2,,25,409,405,129.13,18.0,2,3
2,,25,409,975,344.76,150.0,13,21
2,,25,409,1203,270.78,156.0,13,18
2,,28,409,346,883.37,166.0,17,42
2,,28,409,975,108.0,48.0,3,7
2,,28,409,1203,65.16,36.0,3,5
2,,29,409,346,2065.74,367.0,19,78
2,,29,409,405,195.19,28.0,2,4
2,,29,409,1203,43.44,24.0,4,4
2,,30,409,346,1880.51,355.0,19,75
2,,30,409,403,143.04,48.0,1,1
2,,30,409,405,0.0,0.0,1,1
2,,30,409,975,270.0,120.0,3,15
2,,30,409,1203,32.58,18.0,2,3
2,1.0,32,409,346,243.51,49.0,2,4
2,1.0,32,409,403,0.0,0.0,2,2
2,1.0,32,409,975,34.2,12.0,1,1
2,1.0,32,409,1203,25.9,10.0,1,1
2,,32,409,346,2494.26,475.0,16,59
2,,32,409,403,30021.35,13341.0,29,62
2,,32,409,405,853.06,100.0,35,57
2,,32,409,975,469.5,198.0,2,19
2,,32,409,1203,1475.49,573.0,30,61
2,,38,409,346,460.48,76.0,6,8
2,,38,409,403,6377.35,2901.0,14,22
2,,38,409,405,108.15,9.0,2,2
2,,38,409,975,276.6,108.0,3,11
2,,38,409,1203,660.45,255.0,17,34
2,,40,409,346,67.06,14.0,2,2
2,,40,409,975,51.3,18.0,2,2
2,,40,409,1203,142.45,55.0,6,6
2,,21,410,346,90.39,17.0,2,2
2,,21,410,405,222.84,39.0,2,4
2,,21,410,1203,514.4,317.0,17,28
2,,24,410,346,29.6,5.0,2,2
2,,24,410,1203,188.4,114.0,7,9
2,,21,411,346,182.33,31.0,7,9
2,,21,411,405,4.71,1.0,1,1
2,,21,411,975,183.18,84.0,3,3
2,,21,411,1203,934.08,579.0,22,32
2,,21,412,975,25.8,12.0,1,1
2,,21,412,1203,333.12,204.0,9,13
2,1.0,5,413,346,771.46,142.0,6,16
2,1.0,5,413,403,3892.59,1288.0,22,31
2,1.0,5,413,405,10724.27,1138.0,62,251
2,1.0,5,413,1203,10340.02,3700.0,47,249
2,1.0,5,413,2971,1278.76,49.0,7,7
2,,5,413,346,38.32,8.0,1,1
2,,5,413,403,487.5,250.0,1,1
2,,5,413,405,240.95,10.0,12,18
2,,5,413,1203,471.38,182.0,16,23
2,,11,413,346,1367.91,279.0,8,32
2,,11,413,403,370.5,150.0,2,3
2,,11,413,405,0.0,0.0,2,2
2,,11,413,975,13.5,6.0,1,1
2,,11,413,1203,15.54,6.0,1,1
2,,20,413,346,394.9,82.0,13,16
2,,20,413,975,22.08,12.0,1,1
2,,24,413,346,6002.42,1089.0,53,156
2,,24,413,405,248.88,34.0,2,2
2,,24,413,975,3911.64,1809.0,13,84
2,,29,413,346,3368.55,607.0,31,84
2,,29,413,405,295.1,56.0,9,16
2,,29,413,975,450.78,198.0,8,17
2,,29,413,1203,304.62,168.0,11,17
2,1.0,30,413,405,13.55,1.0,2,3
2,1.0,30,413,1203,445.5,150.0,8,9
2,1.0,30,413,2971,75.0,3.0,1,1
2,,30,413,346,5099.18,850.0,55,116
2,,30,413,403,112.5,50.0,2,2
2,,30,413,405,2146.16,169.0,38,61
2,,30,413,1203,1800.05,743.0,29,62
2,,32,413,346,537.54,89.0,11,24
2,,32,413,405,77.87,9.0,2,3
2,,32,413,1203,10.86,6.0,1,1
2,1.0,37,413,346,69.56,12.0,3,4
2,1.0,37,413,403,4948.5,1223.0,11,16
2,1.0,37,413,405,38.94,6.0,2,2
2,1.0,37,413,1203,1985.88,658.0,16,30
2,1.0,37,413,2971,267.25,11.0,2,2
2,1.0,37,413,3209,189.0,84.0,3,3
2,1.0,52,413,1203,19.68,6.0,1,1
2,,5,415,346,1823.57,367.0,20,109
2,,5,415,405,366.07,44.0,6,9
2,,5,415,975,1918.5,1878.0,94,186
2,,19,415,346,147.95,37.0,2,2
2,,19,415,405,48.26,6.0,1,1
2,,19,415,975,27.0,12.0,1,1
2,,25,415,346,1106.69,183.0,7,21
2,,25,415,403,2204.75,975.0,7,24
2,,25,415,405,920.28,117.0,14,26
2,1.0,26,415,346,1138.65,172.0,5,10
2,1.0,26,415,405,182.04,12.0,1,1
2,1.0,26,415,975,112.56,24.0,2,2
2,1.0,26,415,2971,883.68,21.0,1,1
2,,26,415,405,0.0,0.0,4,4
2,1.0,30,415,346,568.8,90.0,1,2
2,1.0,30,415,2971,63.99,2.0,1,1
2,1.0,31,415,346,2201.46,389.0,4,20
2,1.0,31,415,403,3933.29,1274.0,35,67
2,1.0,31,415,405,2233.58,193.0,22,48
2,1.0,31,415,975,177.3,48.0,4,4
2,,31,415,346,2051.68,401.0,6,26
2,,31,415,403,5243.16,2352.0,22,36
2,,31,415,405,6671.96,639.0,73,209
2,,31,415,975,635.16,246.0,10,21
2,,31,415,1203,56.98,22.0,2,3
2,1.0,42,415,346,1810.58,249.0,3,10
2,1.0,42,415,975,54.36,12.0,1,1
2,1.0,42,415,3209,880.17,447.0,7,9
2,,23,416,346,606.54,129.0,15,34
2,,23,416,405,27.9,6.0,1,1
2,,23,416,975,3559.32,1926.0,25,80
2,,26,416,346,340.82,72.0,9,20
2,,26,416,975,1791.96,1242.0,18,50
2,,23,417,346,154.67,36.0,6,8
2,,23,417,405,16.74,3.0,1,1
2,,23,417,975,189.0,84.0,5,7
2,,5,418,346,214.91,36.0,5,6
2,,24,419,346,373.7,65.0,10,23
2,,24,419,975,269.7,120.0,6,7
2,,24,419,1203,1197.12,738.0,29,43
2,,5,420,346,5161.46,1082.0,18,159
2,,5,420,405,198.33,22.0,1,2
2,,5,420,975,162.06,264.0,44,44
2,,25,420,346,352.14,70.0,4,11
2,,25,420,403,1894.75,825.0,13,16
2,,25,420,405,17.2,2.0,2,2
2,,26,420,346,158.5,32.0,2,12
2,,26,420,405,411.16,66.0,16,24
2,,30,420,403,112.5,50.0,1,1
2,1.0,31,420,346,137.8,26.0,2,6
2,1.0,31,420,403,3204.53,1085.0,17,23
2,1.0,31,420,405,3168.05,169.0,28,71
2,,31,420,346,291.67,57.0,5,22
2,,31,420,403,3402.75,1507.0,21,33
2,,31,420,405,6176.75,480.0,105,310
2,,31,420,975,73.5,30.0,4,4
2,,31,420,1203,69.93,27.0,4,5
2,1.0,37,420,346,36.12,6.0,1,2
2,1.0,37,420,403,760.41,227.0,6,7
2,1.0,37,420,405,21.21,1.0,3,3
2,1.0,42,420,346,13.58,2.0,1,1
2,1.0,42,420,403,773.09,202.0,14,14
2,1.0,42,420,405,0.0,0.0,2,2
2,,42,420,405,0.0,0.0,1,1
2,1.0,50,420,346,107.94,66.0,2,3
2,1.0,50,420,403,274.0,65.0,2,2
2,1.0,50,420,3209,103.2,48.0,1,1
2,,23,421,346,49.75,11.0,5,7
2,,26,421,346,276.77,52.0,11,22
2,,26,421,975,111.54,54.0,1,4
2,,24,422,346,259.82,45.0,9,12
2,,24,422,975,67.5,30.0,2,2
2,,5,423,346,172.9,38.0,2,3
2,,5,423,975,95.82,42.0,2,3
2,,23,423,346,116.74,26.0,2,2
2,,23,423,975,28.32,12.0,1,1
2,,26,423,346,304.63,66.0,6,10
2,,26,423,975,170.52,174.0,2,7
2,,5,424,346,1811.98,333.0,21,46
2,,5,424,405,461.17,60.0,5,10
2,,5,424,975,675.0,300.0,8,12
2,,23,424,346,303.66,62.0,8,14
2,,23,424,975,404.46,246.0,10,15
2,,24,424,346,180.48,33.0,5,9
2,,24,424,405,82.5,10.0,1,1
2,,26,424,346,1597.33,341.0,19,86
2,,26,424,975,1653.06,918.0,19,49
2,,29,424,346,1618.38,337.0,14,60
2,,29,424,405,9.98,2.0,1,1
2,,29,424,975,1981.5,894.0,10,34
2,,30,424,346,3491.57,673.0,25,89
2,,30,424,405,168.43,23.0,9,16
2,,30,424,975,13.5,6.0,1,1
2,,19,425,346,55.8,16.0,2,2
2,,23,425,346,87.88,20.0,2,2
2,,23,425,975,35.4,60.0,1,1
2,,26,425,346,3618.66,739.0,19,97
2,,26,425,403,337.5,150.0,2,2
2,,26,425,405,1019.63,135.0,4,16
2,,26,425,975,993.06,987.0,17,37
2,,11,426,346,4716.75,992.0,12,35
2,,11,426,403,3809.96,1654.0,13,19
2,,11,426,405,598.19,64.0,7,9
2,,11,426,1203,1801.92,726.0,33,93
2,,19,426,346,3080.45,555.0,20,66
2,,19,426,405,925.06,118.0,11,15
2,,19,426,1203,797.88,402.0,28,60
2,,25,426,346,7607.88,1482.0,23,157
2,,25,426,405,7.32,1.0,1,1
2,,25,426,975,237.66,180.0,8,14
2,,25,426,1203,791.1,414.0,25,56
2,1.0,26,426,346,5975.65,1235.0,9,24
2,1.0,26,426,403,4293.98,1317.0,31,37
2,1.0,26,426,405,5096.19,496.0,45,120
2,1.0,26,426,975,587.64,156.0,5,9
2,1.0,26,426,1203,33585.05,12161.0,103,1143
2,1.0,26,426,2971,288.0,12.0,1,1
2,,26,426,346,990.78,190.0,9,24
2,,26,426,403,1403.5,650.0,4,4
2,,26,426,405,3122.7,254.0,63,126
2,,26,426,1203,7534.31,2909.0,91,410
2,,28,426,346,1154.23,242.0,9,26
2,,28,426,1203,185.16,102.0,9,12
2,,29,426,346,3697.52,697.0,18,84
2,,29,426,405,509.22,80.0,3,6
2,,29,426,1203,418.56,228.0,18,31
2,1.0,30,426,346,45.6,6.0,1,1
2,1.0,30,426,403,2217.6,497.0,5,5
2,1.0,30,426,975,217.44,48.0,1,2
2,1.0,30,426,1203,2328.8,710.0,24,25
2,1.0,30,426,3209,13.14,6.0,1,1
2,,30,426,346,3262.38,653.0,15,56
2,,30,426,405,29.94,6.0,5,5
2,,30,426,1203,355.5,198.0,21,29
2,1.0,37,426,1203,66.24,18.0,1,1
2,,38,426,346,578.32,113.0,6,16
2,,38,426,403,9.9,2.0,2,2
2,,38,426,405,1384.71,113.0,17,31
2,,38,426,975,49.5,18.0,6,6
2,,38,426,1203,3468.01,1339.0,84,192
2,1.0,40,426,1203,0.0,0.0,1,1
2,,40,426,346,43.11,9.0,1,2
2,,40,426,405,21.75,1.0,1,1
2,,40,426,1203,461.02,178.0,36,36
2,0.0,49,426,405,0.0,0.0,2,2
2,,49,426,346,4521.27,639.0,6,17
2,,49,426,403,645.46,174.0,5,5
2,,49,426,405,3089.54,373.0,99,112
2,,49,426,975,862.86,192.0,3,7
2,,49,426,1203,22587.64,7363.0,94,390
2,,49,426,3209,826.26,198.0,3,5
2,,26,427,346,63.23,13.0,3,5
2,,26,427,975,56.64,96.0,2,2
2,,25,428,346,262.94,57.0,6,10
2,,25,428,975,21.24,36.0,3,3
2,,24,429,346,53.97,11.0,4,5
2,,24,429,975,295.2,150.0,6,9
2,,24,429,1203,52.8,32.0,2,2
2,,11,430,346,2012.83,304.0,17,42
2,,11,430,405,400.04,66.0,3,4
2,,11,430,1203,3013.56,1548.0,24,93
2,,24,430,346,5212.62,753.0,27,84
2,,24,430,405,123.55,18.0,3,5
2,,24,430,975,373.44,168.0,4,11
2,,24,430,1203,1792.68,996.0,27,68
2,,30,430,346,224.24,33.0,3,5
2,,30,430,405,42.6,5.0,1,1
2,,30,430,1203,10.86,6.0,1,1
2,1.0,5,431,346,235.47,44.0,6,8
2,1.0,5,431,403,18330.65,6547.0,33,54
2,1.0,5,431,405,4771.32,356.0,47,74
2,,5,431,346,7571.83,1375.0,40,200
2,,5,431,403,28322.02,11768.0,66,115
2,,5,431,405,1060.58,52.0,10,10
2,,5,431,1203,305.16,120.0,4,4
2,,30,431,346,150.21,19.0,2,2
2,,30,431,403,191.52,48.0,2,2
2,,30,431,405,136.5,9.0,2,2
2,,30,431,1203,108.78,42.0,2,2
2,,35,431,346,1105.76,197.0,17,31
2,,35,431,403,39549.48,16060.0,63,157
2,,35,431,405,6308.37,355.0,30,41
2,,35,431,1203,15.54,6.0,1,1
2,1.0,37,431,403,0.0,0.0,3,3
2,,37,431,346,402.84,63.0,5,7
2,,37,431,403,14280.42,5734.0,31,44
2,,37,431,405,4310.59,374.0,27,44
2,,37,431,1203,310.8,120.0,2,2
2,1.0,44,431,346,446.47,77.0,6,7
2,1.0,44,431,403,8689.63,2632.0,20,28
2,1.0,44,431,405,1361.82,91.0,13,16
2,1.0,47,431,346,1453.67,223.0,6,20
2,1.0,47,431,403,42711.51,11544.0,49,91
2,1.0,47,431,405,2655.94,312.0,101,131
2,1.0,47,431,1203,377.78,130.0,23,26
2,1.0,47,431,2971,1894.73,51.0,1,1
2,1.0,47,431,3209,676.44,396.0,9,12
2,3.0,47,431,19,113.88,12.0,1,1
2,3.0,47,431,346,45.0,6.0,1,1
2,3.0,47,431,403,389.0,100.0,1,1
2,3.0,47,431,3209,229.8,180.0,5,5
2,3.0,47,431,3330,118.44,36.0,1,1
2,3.0,47,431,3461,92.16,44.0,1,1
2,3.0,47,431,3549,150.0,20.0,1,1
2,3.0,47,431,3570,184.24,56.0,1,1
2,3.0,47,431,3642,146.4,24.0,1,1
2,,47,431,405,0.0,0.0,24,31
2,,19,432,346,109.56,22.0,2,2
2,,19,432,403,1206.25,525.0,3,3
2,,24,432,346,207.66,42.0,5,6
2,,24,432,975,61.2,57.0,2,3
2,,26,432,403,3763.72,1664.0,7,11
2,,25,433,346,1165.13,226.0,17,41
2,,25,433,975,362.4,276.0,13,18
2,,25,433,1203,29.7,18.0,3,3
2,,29,433,346,479.04,82.0,9,16
2,,29,433,975,27.0,12.0,1,1
2,,29,433,1203,10.86,6.0,1,1
2,1.0,2,434,405,3679.39,421.0,2,4
2,1.0,25,434,405,58456.39,6721.0,4,16
2,,25,434,346,17.96,2.0,1,1
2,,25,434,405,33273.27,4312.0,6,55
2,,25,434,975,27.0,12.0,1,1
2,,39,434,405,41.95,5.0,1,1
2,1.0,42,434,405,0.0,0.0,1,1
2,,11,435,346,2203.68,423.0,28,101
2,,11,435,405,86.46,12.0,2,2
2,,11,435,1203,898.32,468.0,20,45
2,,24,435,346,3705.27,720.0,20,155
2,,24,435,405,78.57,33.0,2,3
2,,24,435,975,605.88,264.0,5,14
2,,24,435,1203,831.3,468.0,18,40
2,,30,435,346,179.22,38.0,5,8
2,,30,435,1203,32.58,18.0,3,3
2,,26,436,346,387.03,69.0,11,19
2,,26,436,975,1806.84,834.0,26,47
2,,24,437,346,777.14,155.0,11,28
2,,24,437,975,553.5,315.0,7,13
2,,24,438,346,28.76,4.0,1,3
2,,24,438,975,14.16,6.0,1,1
2,,5,439,346,86.78,18.0,3,3
2,,5,439,975,175.5,78.0,3,3
2,,5,440,346,270.43,47.0,7,11
2,,11,441,1203,315.0,150.0,17,17
2,,19,441,346,73.2,16.0,1,2
2,,19,441,405,46.56,1.0,1,1
2,,19,441,1203,46.8,24.0,4,4
2,,26,442,346,1692.52,369.0,8,32
